disaster_number,incident_type,incident_month,incident_begin_year,incident_duration
4360,Flood,2,2018,11
4359,Mud/Landslide,2,2018,6
4361,Flood,2,2018,28
4362,Severe Storm(s),3,2018,1
4363,Flood,2,2018,18
4365,Flood,4,2018,3
4364,Severe Storm(s),4,2018,1
4366,Volcano,5,2018,106
4367,Coastal Storm,3,2018,6
4371,Snow,3,2018,1
4369,Coastal Storm,12,2017,1
4368,Severe Storm(s),3,2018,1
4370,Coastal Storm,3,2018,6
4373,Fire,4,2018,9
4374,Severe Storm(s),5,2018,4
4372,Severe Storm(s),3,2018,1
4375,Snow,4,2018,5
4376,Flood,5,2018,1
4377,Flood,6,2018,24
4378,Severe Storm(s),5,2018,6
4379,Snow,3,2018,1
4380,Severe Storm(s),5,2018,1
4381,Flood,6,2018,2
4382,Fire,7,2018,58
4383,Flood,6,2018,4
4384,Flood,5,2018,23
4386,Severe Storm(s),6,2018,26
4385,Tornado,5,2018,1
4387,Severe Storm(s),6,2018,14
4388,Flood,4,2018,24
4389,Flood,7,2018,1
4391,Flood,5,2018,2
4390,Flood,6,2018,27
4392,Severe Storm(s),7,2018,1
4393,Hurricane,9,2018,22
4394,Hurricane,9,2018,30
4395,Hurricane,8,2018,7
4397,Flood,8,2018,2
4399,Hurricane,10,2018,12
4400,Hurricane,10,2018,14
4401,Hurricane,9,2018,13
4402,Flood,8,2018,28
4403,Severe Storm(s),9,2018,7
4405,Flood,5,2018,40
4406,Hurricane,10,2018,3
4407,Fire,11,2018,17
4408,Severe Storm(s),8,2018,5
4409,Severe Storm(s),10,2018,2
4410,Severe Storm(s),9,2018,1
4411,Hurricane,10,2018,7
4412,Hurricane,10,2018,2
4413,Earthquake,11,2018,1
4414,Flood,10,2018,2
4415,Severe Storm(s),12,2018,1
4417,Severe Storm(s),10,2018,11
4416,Flood,9,2018,53
4418,Severe Storm(s),12,2018,14
4419,Tornado,3,2019,1
4420,Flood,3,2019,127
4421,Flood,3,2019,95
4422,Severe Storm(s),2,2019,1
4423,Severe Storm(s),2,2019,1
4424,Flood,2,2019,8
4425,Severe Storm(s),2,2019,1
4428,Severe Storm(s),2,2019,32
4427,Flood,2,2019,39
4426,Severe Storm(s),2,2019,29
4429,Severe Storm(s),2,2019,182
4430,Flood,3,2019,19
4431,Severe Storm(s),2,2019,2
4432,Severe Storm(s),2,2019,3
4434,Severe Storm(s),2,2019,5
4435,Flood,3,2019,36
4436,Severe Storm(s),2,2019,3
4437,Flood,3,2019,21
4438,Severe Storm(s),5,2019,33
4439,Severe Storm(s),4,2019,1
4440,Flood,3,2019,44
4441,Flood,5,2019,24
4444,Flood,3,2019,38
4442,Flood,3,2019,47
4443,Flood,4,2019,6
4445,Flood,4,2019,1
4446,Flood,3,2019,19
4447,Tornado,5,2019,2
4450,Severe Storm(s),4,2019,1
4449,Severe Storm(s),4,2019,75
4448,Severe Storm(s),3,2019,13
4452,Flood,4,2019,15
4451,Severe Storm(s),4,2019,67
4453,Severe Storm(s),4,2019,1
4454,Flood,6,2019,1
4455,Flood,6,2019,1
4456,Severe Storm(s),5,2019,33
4457,Severe Storm(s),7,2019,1
4459,Flood,7,2019,2
4458,Hurricane,7,2019,5
4460,Flood,6,2019,1
4462,Flood,5,2019,75
4461,Flood,2,2019,129
4463,Flood,5,2019,17
4464,Hurricane,8,2019,6
4465,Hurricane,9,2019,8
4466,Flood,9,2019,6
4467,Severe Storm(s),6,2019,21
4468,Hurricane,8,2019,12
4469,Severe Storm(s),9,2019,17
4470,Severe Storm(s),10,2019,1
4471,Severe Storm(s),10,2019,1
4472,Severe Storm(s),10,2019,1
4474,Severe Storm(s),10,2019,1
4475,Flood,10,2019,17
4476,Tornado,3,2020,1
4477,Flood,1,2020,2
4478,Severe Storm(s),1,2020,1
4479,Severe Storm(s),2,2020,7
4519,Flood,2,2020,4
4536,Severe Storm(s),4,2020,1
4539,Flood,1,2020,21
4538,Severe Storm(s),2,2020,8
4541,Severe Storm(s),4,2020,1
4540,Severe Storm(s),2,2020,26
4542,Severe Storm(s),4,2020,1
4543,Severe Storm(s),2,2020,13
4544,Tornado,3,2020,1
4546,Severe Storm(s),2,2020,30
4553,Flood,4,2020,24
4552,Severe Storm(s),5,2020,1
4551,Severe Storm(s),4,2020,1
4550,Severe Storm(s),5,2020,1
4549,Severe Storm(s),3,2020,1
4548,Earthquake,3,2020,30
4556,Tornado,4,2020,1
4555,Severe Storm(s),4,2020,1
4554,Severe Storm(s),4,2020,1
4557,Severe Storm(s),8,2020,1
4558,Fire,8,2020,43
4559,Hurricane,8,2020,5
4561,Severe Storm(s),8,2020,1
4562,Fire,9,2020,57
4563,Hurricane,9,2020,2
4564,Hurricane,9,2020,14
