disaster_number,incident_type,designated_area,state,region,programs_declared
1296,Hurricane,Rensselaer (County),NY,Northeast,2
1299,Hurricane,Chesterfield (County),SC,Southeast,1
1297,Hurricane,New Castle (County),DE,Northeast,3
1301,Severe Storm(s),Mescalero Tribe,NM,Southwest,2
1300,Hurricane,Indian River (County),FL,Southeast,2
1298,Flood,Lycoming (County),PA,Northeast,2
1302,Hurricane,"Litchfield (County)(in (P)MSA 1170,1930,3280,8880)",CT,Northeast,3
1303,Hurricane,Charles (County),MD,Northeast,3
1304,Severe Storm(s),Cochise (County),AZ,Southwest,2
1305,Hurricane,Cheshire (County),NH,Northeast,2
1306,Hurricane,Flagler (County),FL,Southeast,1
1307,Severe Storm(s),Orange (County),VT,Northeast,2
1308,Hurricane,Cumberland (County),ME,Northeast,2
1310,Tornado,Breckinridge (County),KY,Southeast,1
1311,Severe Storm(s),Carroll (County),GA,Southeast,2
1313,Severe Storm(s),Edgefield (County),SC,Southeast,1
1312,Severe Storm(s),Durham (County),NC,Southeast,2
1315,Severe Storm(s),Colquitt (County),GA,Southeast,3
1314,Snow,Claiborne (Parish),LA,Southeast,2
1316,Severe Storm(s),Dillingham (Census Area),AK,West,2
1317,Severe Storm(s),Jackson (County),AL,Southeast,1
1320,Severe Storm(s),Greenup (County),KY,Southeast,3
1319,Flood,Doddridge (County),WV,Southeast,3
1318,Severe Storm(s),Alleghany (County),VA,Southeast,2
1321,Severe Storm(s),Meigs (County),OH,Midwest,2
1322,Severe Storm(s),Tuscaloosa (County),AL,Southeast,2
1323,Tornado,Tarrant (County),TX,Southwest,3
1324,Severe Storm(s),Anne Arundel (County),MD,Northeast,2
1326,Severe Storm(s),Franklin (County),ME,Northeast,2
1327,Severe Storm(s),Neosho (County),KS,Midwest,3
1328,Flood,St. Francois (County),MO,Midwest,2
1329,Fire,Socorro (County),NM,Southwest,1
1330,Severe Storm(s),Oglala Lakota (County),SD,Midwest,2
1331,Severe Storm(s),Perry (County),TN,Southeast,2
1332,Severe Storm(s),Barron (County),WI,Midwest,1
1334,Severe Storm(s),Cavalier (County),ND,Midwest,1
1333,Severe Storm(s),Faribault (County),MN,Midwest,2
1335,Severe Storm(s),Cattaraugus (County),NY,Northeast,1
1336,Severe Storm(s),Windham (County),VT,Northeast,2
1337,Severe Storm(s),Sussex (County),NJ,Northeast,3
1339,Severe Storm(s),Lucas (County),OH,Midwest,2
1340,Fire,Northern Cheyenne Indian Reservation,MT,West,1
1341,Fire,Bingham (County),ID,West,1
1342,Earthquake,Napa (County),CA,West,2
1343,Severe Storm(s),Greene (County),OH,Midwest,3
1344,Severe Storm(s),Bay (County),FL,Southeast,2
1345,Severe Storm(s),Monroe (County),FL,Southeast,2
1346,Severe Storm(s),Wayne (County),MI,Midwest,2
1347,Severe Storm(s),Statewide,AZ,Southwest,1
1348,Severe Storm(s),Hawaii (County),HI,West,2
1349,Severe Storm(s),Carter (County),OK,Southwest,2
1350,Severe Storm(s),Roosevelt (County),MT,West,2
1351,Severe Storm(s),Crook (County),WY,West,2
1352,Severe Storm(s),Macon (County),AL,Southeast,2
1354,Severe Ice Storm,Calhoun (County),AR,Southeast,2
1353,Tornado,Cavalier (County),ND,Midwest,2
1355,Severe Ice Storm,Custer (County),OK,Southwest,1
1356,Severe Ice Storm,Floyd (County),TX,Southwest,1
1357,Severe Ice Storm,Claiborne (Parish),LA,Southeast,2
1358,Severe Storm(s),Bennington (County),VT,Northeast,2
1359,Freezing,Citrus (County),FL,Southeast,1
1360,Severe Storm(s),Coahoma (County),MS,Southeast,1
1361,Earthquake,Kittitas (County),WA,West,1
1362,Severe Storm(s),Walker (County),AL,Southeast,2
1363,Severe Storm(s),Cleveland (County),AR,Southeast,1
1364,Severe Storm(s),"Norfolk (County)(in PMSA 1120,1200,6060)",MA,Northeast,1
1365,Severe Storm(s),Holmes (County),MS,Southeast,3
1366,Severe Storm(s),Barton (County),KS,Midwest,3
1367,Severe Storm(s),Sac (County),IA,Midwest,2
1368,Flood,Adams (County),IL,Midwest,3
1369,Flood,Waupaca (County),WI,Midwest,1
1373,Severe Storm(s),Blaine (County),NE,Midwest,2
1370,Flood,Isanti (County),MN,Midwest,1
1371,Severe Storm(s),Oxford (County),ME,Northeast,2
1375,Flood,Gregory (County),SD,Midwest,1
1374,Severe Storm(s),Yuma (County),CO,West,2
1376,Flood,Mountrail (County),ND,Midwest,1
1377,Severe Storm(s),Crow Indian Reservation,MT,West,2
1378,Severe Storm(s),Roane (County),WV,Southeast,1
1379,Coastal Storm,Jasper (County),TX,Southwest,3
1380,Coastal Storm,Beauregard (Parish),LA,Southeast,2
1381,Severe Storm(s),Jefferson (County),FL,Southeast,3
1382,Severe Storm(s),George (County),MS,Southeast,2
1383,Severe Storm(s),Montgomery (County),PA,Northeast,3
1384,Severe Storm(s),Oklahoma (County),OK,Southwest,1
1385,Severe Storm(s),Missoula (County),MT,West,2
1386,Severe Storm(s),Buchanan (County),VA,Southeast,3
1388,Severe Storm(s),Estill (County),KY,Southeast,1
1387,Severe Storm(s),Unicoi (County),TN,Southeast,3
1390,Severe Storm(s),Clermont (County),OH,Midwest,2
1391,Fire,Cayuga (County),NY,Northeast,1
1393,Coastal Storm,Putnam (County),FL,Southeast,1
1394,Severe Storm(s),Dakota (County),NE,Midwest,2
1395,Severe Storm(s),Washita (County),OK,Southwest,3
1399,Severe Storm(s),Lawrence (County),AL,Southeast,2
1398,Severe Storm(s),DeSoto (County),MS,Southeast,2
1400,Severe Storm(s),Clay (County),AR,Southeast,2
1401,Severe Ice Storm,Comanche (County),OK,Southwest,1
1403,Severe Ice Storm,Ralls (County),MO,Midwest,2
1402,Severe Ice Storm,Kiowa (County),KS,Midwest,1
1404,Snow,Erie (County),NY,Northeast,2
1405,Severe Storm(s),Coos (County),OR,West,2
1406,Severe Storm(s),Wise (County),VA,Southeast,3
1407,Severe Storm(s),Lewis (County),KY,Southeast,1
1408,Severe Storm(s),Clay (County),TN,Southeast,1
1409,Tornado,Dorchester (County),MD,Northeast,2
1411,Severe Storm(s),Bedford (County),VA,Southeast,1
1410,Severe Storm(s),Raleigh (County),WV,Southeast,2
1413,Flood,Gogebic (County),MI,Midwest,2
1412,Severe Storm(s),Macon (County),MO,Midwest,1
1414,Severe Storm(s),Magoffin (County),KY,Southeast,1
1415,Earthquake,Hamilton (County),NY,Northeast,2
1416,Tornado,Edwards (County),IL,Midwest,1
1418,Severe Storm(s),Franklin (County),IN,Midwest,2
1419,Severe Storm(s),Hubbard (County),MN,Midwest,2
1421,Fire,Adams (County),CO,West,2
1420,Flood,Des Moines (County),IA,Midwest,2
1422,Fire,Gila (County),AZ,Southwest,1
1423,Flood,Red Devil (ANV/ANVSA),AK,West,3
1424,Severe Storm(s),Liberty (County),MT,West,2
1425,Flood,Nueces (County),TX,Southwest,2
1428,Severe Storm(s),Caledonia (County),VT,Northeast,3
1429,Severe Storm(s),Wood (County),WI,Midwest,2
1432,Tornado,Lincoln (County),WI,Midwest,2
1431,Severe Storm(s),Grand Forks (County),ND,Midwest,2
1433,Severe Storm(s),Decatur (County),IN,Midwest,2
1434,Coastal Storm,Galveston (County),TX,Southwest,2
1435,Hurricane,East Baton Rouge (Parish),LA,Southeast,2
1436,Hurricane,Stone (County),MS,Southeast,1
1437,Hurricane,Catahoula (Parish),LA,Southeast,1
1438,Hurricane,Baldwin (County),AL,Southeast,2
1439,Severe Storm(s),Kleberg (County),TX,Southwest,2
1440,Earthquake,Fairbanks North Star (Borough),AK,West,4
1441,Severe Storm(s),Madison (County),TN,Southeast,4
1442,Severe Storm(s),Morgan (County),AL,Southeast,3
1443,Severe Storm(s),Noxubee (County),MS,Southeast,3
1444,Severe Storm(s),Putnam (County),OH,Midwest,3
1445,Severe Storm(s),Kenai Peninsula (Borough),AK,West,4
1448,Severe Ice Storm,Catawba (County),NC,Southeast,2
1450,Severe Ice Storm,Stone (County),AR,Southeast,1
1451,Severe Ice Storm,Laurens (County),SC,Southeast,2
1452,Severe Ice Storm,Canadian (County),OK,Southwest,2
1455,Severe Storm(s),Hancock (County),WV,Southeast,1
1454,Severe Storm(s),Bracken (County),KY,Southeast,2
1453,Severe Storm(s),Belmont (County),OH,Midwest,1
1456,Severe Storm(s),Bledsoe (County),TN,Southeast,2
1458,Severe Storm(s),Clarke (County),VA,Southeast,2
1457,Severe Ice Storm,Guilford (County),NC,Southeast,2
1459,Severe Storm(s),Attala (County),MS,Southeast,3
1460,Severe Storm(s),Miami-Dade (County),FL,Southeast,3
1461,Severe Storm(s),Anchorage (Borough),AK,West,4
1463,Severe Storm(s),Oregon (County),MO,Midwest,2
1462,Severe Storm(s),Allen (County),KS,Midwest,4
1464,Severe Storm(s),Anderson (County),TN,Southeast,3
1465,Severe Storm(s),Kay (County),OK,Southwest,3
1467,Severe Ice Storm,Yates (County),NY,Northeast,2
1466,Severe Storm(s),Cullman (County),AL,Southeast,3
1468,Freezing,Aroostook (County),ME,Northeast,2
1469,Severe Storm(s),Schuyler (County),IL,Midwest,3
1470,Severe Storm(s),Calhoun (County),MS,Southeast,3
1471,Severe Storm(s),Boyle (County),KY,Southeast,3
1472,Severe Storm(s),Fulton (County),AR,Southeast,2
1474,Severe Storm(s),Kanawha (County),WV,Southeast,4
1475,Severe Storm(s),Letcher (County),KY,Southeast,3
1476,Severe Storm(s),Lake (County),IN,Midwest,3
1477,Fire,Pima (County),AZ,Southwest,2
1478,Severe Storm(s),Pike (County),OH,Midwest,3
1479,Hurricane,Frio (County),TX,Southwest,4
1480,Severe Storm(s),Douglas (County),NE,Midwest,2
1481,Severe Storm(s),Sarasota (County),FL,Southeast,2
1482,Severe Storm(s),Shelby (County),TN,Southeast,4
1484,Tornado,Vinton (County),OH,Midwest,2
1483,Severe Storm(s),Barnes (County),ND,Midwest,2
1485,Severe Storm(s),McKean (County),PA,Northeast,3
1486,Severe Storm(s),Rensselaer (County),NY,Northeast,3
1487,Severe Storm(s),Jay (County),IN,Midwest,3
1489,Severe Storm(s),Sullivan (County),NH,Northeast,2
1488,Severe Storm(s),Bennington (County),VT,Northeast,2
1491,Hurricane,Arlington (County),VA,Southeast,4
1490,Hurricane,Camden (County),NC,Southeast,4
1492,Hurricane,Montgomery (County),MD,Northeast,4
1494,Hurricane,New Castle (County),DE,Northeast,4
1496,Hurricane,Randolph (County),WV,Southeast,2
1495,Hurricane,New Castle (County),DE,Northeast,4
1497,Severe Storm(s),Chester (County),PA,Northeast,3
1498,Fire,Los Angeles (County),CA,West,4
1499,Severe Storm(s),Okanogan (County),WA,West,3
1500,Severe Storm(s),Kanawha (County),WV,Southeast,4
1502,Severe Storm(s),Giles (County),VA,Southeast,3
1505,Earthquake,Santa Barbara (County),CA,West,2
1507,Severe Storm(s),Perry (County),OH,Midwest,2
1508,Severe Storm(s),Sagadahoc (County),ME,Northeast,2
1509,Severe Ice Storm,Aiken (County),SC,Southeast,2
1510,Severe Storm(s),Malheur (County),OR,West,2
1512,Flood,"Norfolk (County)(in PMSA 1120,1200,6060)",MA,Northeast,3
1513,Severe Storm(s),Putnam (County),IL,Midwest,4
1514,Severe Storm(s),Mora (County),NM,Southwest,2
1515,Severe Storm(s),Towner (County),ND,Midwest,2
1516,Severe Storm(s),Franklin (County),AR,Southeast,2
1518,Severe Storm(s),Carroll (County),IA,Midwest,3
1517,Severe Storm(s),Red Willow (County),NE,Midwest,2
1519,Severe Storm(s),Licking (County),OH,Midwest,3
1520,Severe Storm(s),Adams (County),IN,Midwest,3
1522,Severe Storm(s),Kanawha (County),WV,Southeast,3
1521,Severe Storm(s),St. Martin (Parish),LA,Southeast,3
1523,Severe Storm(s),Boyle (County),KY,Southeast,3
1524,Severe Storm(s),Buchanan (County),MO,Midwest,3
1525,Severe Storm(s),Russell (County),VA,Southeast,3
1526,Severe Storm(s),Marathon (County),WI,Midwest,3
1528,Severe Storm(s),Columbia (County),AR,Southeast,2
1527,Severe Storm(s),Ionia (County),MI,Midwest,3
1530,Severe Storm(s),Burlington (County),NJ,Northeast,4
1531,Severe Storm(s),Todd (County),SD,Midwest,2
1535,Severe Storm(s),Rooks (County),KS,Midwest,1
1534,Severe Storm(s),Albany (County),NY,Northeast,1
1538,Severe Storm(s),Berks (County),PA,Northeast,1
1537,Severe Storm(s),Cumberland (County),KY,Southeast,2
1536,Severe Storm(s),Logan (County),WV,Southeast,3
1539,Hurricane,Alachua (County),FL,Southeast,2
1540,Fire,Carson City,NV,West,2
1542,Severe Storm(s),Crawford (County),IN,Midwest,2
1543,Hurricane,Horry (County),SC,Southeast,2
1544,Severe Storm(s),Charles City (County),VA,Southeast,3
1545,Hurricane,Calhoun (County),FL,Southeast,2
1546,Hurricane,Alleghany (County),NC,Southeast,3
1550,Hurricane,Amite (County),MS,Southeast,2
1549,Hurricane,Clay (County),AL,Southeast,3
1548,Hurricane,Assumption (Parish),LA,Southeast,2
1547,Severe Storm(s),Berkeley (County),SC,Southeast,2
1551,Hurricane,Monroe (County),FL,Southeast,2
1554,Hurricane,Habersham (County),GA,Southeast,2
1553,Hurricane,Alleghany (County),NC,Southeast,3
1557,Hurricane,Venango (County),PA,Northeast,1
1556,Severe Storm(s),Crawford (County),OH,Midwest,1
1555,Severe Storm(s),Armstrong (County),PA,Northeast,1
1558,Severe Storm(s),Cabell (County),WV,Southeast,4
1559,Severe Storm(s),Orleans (County),VT,Northeast,2
1560,Hurricane,Appling (County),GA,Southeast,2
1561,Hurricane,Miami-Dade (County),FL,Southeast,2
1562,Severe Storm(s),Wyandotte (County),KS,Midwest,2
1565,Severe Storm(s),Sullivan (County),NY,Northeast,4
1564,Severe Storm(s),Broome (County),NY,Northeast,4
1563,Severe Storm(s),Hunterdon (County),NJ,Northeast,4
1569,Severe Storm(s),Dodge (County),MN,Midwest,4
1568,Severe Storm(s),Campbell (County),TN,Southeast,2
1566,Hurricane,Fairfield (County),SC,Southeast,3
1570,Severe Storm(s),Floyd (County),VA,Southeast,3
1571,Severe Storm(s),Bering Strait Regional Educational Attendance Area,AK,West,2
1572,Severe Storm(s),New Castle (County),DE,Northeast,2
1573,Severe Storm(s),Clark (County),IN,Midwest,3
1574,Severe Storm(s),Ohio (County),WV,Southeast,2
1575,Severe Storm(s),Honolulu (County),HI,West,2
1576,Severe Storm(s),Kane (County),UT,West,2
1577,Severe Storm(s),San Diego (County),CA,West,4
1579,Severe Storm(s),Butler (County),KS,Midwest,2
1578,Snow,Crittenden (County),KY,Southeast,2
1580,Severe Storm(s),Clermont (County),OH,Midwest,2
1581,Severe Storm(s),Hopi Indian Reservation,AZ,Southwest,2
1583,Severe Storm(s),Lincoln (County),NV,West,2
1584,Severe Storm(s),North Slope (Borough),AK,West,2
1587,Severe Storm(s),Columbia (County),PA,Northeast,4
1586,Severe Storm(s),Gila River Indian Reservation,AZ,Southwest,1
1585,Severe Storm(s),San Diego (County),CA,West,2
1589,Severe Storm(s),Niagara (County),NY,Northeast,2
1588,Severe Storm(s),Gloucester (County),NJ,Northeast,3
1590,Severe Storm(s),Buffalo (County),NE,Midwest,2
1591,Severe Storm(s),Somerset (County),ME,Northeast,2
1592,Flood,Nez Perce Indian Reservation,ID,West,2
1595,Hurricane,Liberty (County),FL,Southeast,2
1594,Hurricane,Choctaw (County),MS,Southeast,2
1593,Hurricane,Chambers (County),AL,Southeast,2
1597,Severe Storm(s),Grand Forks (County),ND,Midwest,2
1596,Severe Storm(s),Spink (County),SD,Midwest,2
1598,Flood,Tooele (County),UT,West,2
1599,Tornado,Campbell (County),WY,West,3
1600,Severe Storm(s),Crawford (County),KS,Midwest,2
1601,Severe Storm(s),St. Charles (Parish),LA,Southeast,2
1602,Hurricane,Gulf (County),FL,Southeast,2
1603,Hurricane,Caddo (Parish),LA,Southeast,2
1604,Hurricane,Warren (County),MS,Southeast,4
1605,Hurricane,Marion (County),AL,Southeast,2
1607,Hurricane,Bienville (Parish),LA,Southeast,2
1606,Hurricane,Kenedy (County),TX,Southwest,1
1608,Hurricane,Craven (County),NC,Southeast,2
1609,Hurricane,Collier (County),FL,Southeast,4
1610,Severe Storm(s),Cheshire (County),NH,Northeast,4
1612,Tornado,Vanderburgh (County),IN,Midwest,4
1614,Severe Storm(s),Berkshire (County),MA,Northeast,4
1615,Severe Storm(s),Shawnee (County),KS,Midwest,2
1616,Snow,Benson (County),ND,Midwest,2
1617,Severe Storm(s),Hopkins (County),KY,Southeast,3
1618,Severe Storm(s),Northwest Arctic (Borough),AK,West,2
1619,Severe Storm(s),Tolland (County),CT,Northeast,2
1620,Severe Storm(s),Bon Homme (County),SD,Midwest,2
1622,Severe Storm(s),Stevens (County),MN,Midwest,1
1621,Severe Storm(s),Sargent (County),ND,Midwest,2
1623,Fire,Comanche (County),OK,Southwest,2
1624,Fire,Andrews (County),TX,Southwest,2
1625,Severe Ice Storm,Cherokee (County),SC,Southeast,2
1626,Severe Storm(s),Hodgeman (County),KS,Midwest,2
1627,Severe Storm(s),Antelope (County),NE,Midwest,2
1629,Severe Storm(s),Pyramid Lake Indian Reservation,NV,West,2
1628,Severe Storm(s),Alpine (County),CA,West,2
1630,Severe Storm(s),Owyhee (County),ID,West,2
1631,Severe Storm(s),Lincoln (County),MO,Midwest,3
1632,Severe Storm(s),Columbia (County),OR,West,2
1633,Severe Storm(s),Greene (County),IL,Midwest,4
1634,Severe Storm(s),Cheatham (County),TN,Southeast,4
1635,Severe Storm(s),Butler (County),MO,Midwest,3
1636,Severe Storm(s),Fulton (County),AR,Southeast,3
1637,Severe Storm(s),Delaware (County),OK,Southwest,3
1638,Severe Storm(s),Douglas (County),KS,Midwest,2
1640,Severe Storm(s),Honolulu (County),HI,West,4
1641,Severe Storm(s),Mason (County),WA,West,2
1642,Severe Storm(s),"Essex (County)(in PMSA 1120,4160,7090)",MA,Northeast,4
