disaster_number,state,incident_type,declaration_title,incident_begin_date,incident_end_date,designated_area,incident_month,incident_duration,incident_begin_year,region,season,season_number,programs_declared,region_number
1637,OK,Severe Storm(s),Severe Storms And Tornadoes,2006-03-12,2006-03-12,Delaware (County),3,1,2006,Southwest,Spring,1,3,5
1638,KS,Severe Storm(s),"Severe Storms, Tornadoes, And Straight Line Winds",2006-03-12,2006-03-12,Douglas (County),3,1,2006,Midwest,Spring,1,2,3
1640,HI,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2006-02-20,2006-04-02,Honolulu (County),2,41,2006,West,Winter,4,4,4
1641,WA,Severe Storm(s),"Severe Storms, Flooding, Tidal Surge, Landslides, And Mudslides",2006-01-27,2006-02-04,Mason (County),1,8,2006,West,Winter,4,2,4
1642,MA,Severe Storm(s),Severe Storms And Flooding,2006-05-12,2006-05-23,"Essex (County)(in PMSA 1120,4160,7090)",5,11,2006,Northeast,Spring,1,4,1
1644,ME,Severe Storm(s),Severe Storms And Flooding,2006-05-13,2006-05-23,"York (County)(in MSA 6400,6450)",5,10,2006,Northeast,Spring,1,4,1
1643,NH,Severe Storm(s),Severe Storms And Flooding,2006-05-12,2006-05-23,Belknap (County),5,11,2006,Northeast,Spring,1,4,1
1648,MN,Flood,Flooding,2006-03-30,2006-05-03,Becker (County),3,34,2006,Midwest,Spring,1,2,3
1646,CA,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2006-03-29,2006-04-16,Madera (County),3,18,2006,West,Spring,1,2,4
1647,SD,Severe Storm(s),Severe Winter Storm,2006-04-18,2006-04-20,Perkins (County),4,2,2006,Midwest,Spring,1,2,3
1645,ND,Severe Storm(s),"Severe Storms, Flooding, And Ground Saturation",2006-03-30,2006-04-30,Cass (County),3,31,2006,Midwest,Spring,1,2,3
1649,PA,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",2006-06-23,2006-07-10,Sullivan (County),6,17,2006,Northeast,Summer,2,2,1
1650,NY,Severe Storm(s),Severe Storms And Flooding,2006-06-26,2006-07-10,Rensselaer (County),6,14,2006,Northeast,Summer,2,2,1
1652,MD,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2006-06-22,2006-07-12,Caroline (County),6,20,2006,Northeast,Summer,2,2,1
1651,OH,Severe Storm(s),"Severe Storms, Tornadoes, Straight Line Winds, And Flooding",2006-06-21,2006-06-23,Lucas (County),6,2,2006,Midwest,Summer,2,3,3
1654,DE,Severe Storm(s),Severe Storms And Flooding,2006-06-23,2006-07-14,Sussex (County),6,21,2006,Northeast,Summer,2,2,1
1653,NJ,Severe Storm(s),Severe Storms And Flooding,2006-06-23,2006-07-10,Warren (County),6,17,2006,Northeast,Summer,2,4,1
1655,VA,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2006-06-23,2006-07-06,Arlington (County),6,13,2006,Southeast,Summer,2,2,2
1656,OH,Severe Storm(s),"Severe Storms, Straight Line Winds, And Flooding",2006-07-27,2006-08-04,Lake (County),7,8,2006,Midwest,Summer,2,4,3
1657,AK,Flood,Snow Melt And Ice Jam Flooding,2006-05-13,2006-05-30,Lower Kuskokwim Regional Educational Attendance Area,5,17,2006,West,Spring,1,2,4
1658,TX,Severe Storm(s),Severe Storms And Flooding,2006-07-27,2006-08-25,Hudspeth (County),7,29,2006,Southwest,Summer,2,2,5
1659,NM,Severe Storm(s),Severe Storms And Flooding,2006-07-26,2006-09-18,Guadalupe (County),7,54,2006,Southwest,Summer,2,2,5
1660,AZ,Severe Storm(s),Severe Storms And Flooding,2006-07-25,2006-08-04,Graham (County),7,10,2006,Southwest,Summer,2,2,5
1661,VA,Severe Storm(s),"Tropical Depression Ernesto, Severe Storms And Flooding",2006-08-29,2006-09-07,Charles City (County),8,9,2006,Southeast,Summer,2,2,2
1662,IN,Severe Storm(s),Severe Storms And Flooding,2006-09-12,2006-09-14,Lake (County),9,2,2006,Midwest,Autumn,3,3,3
1663,AK,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2006-08-15,2006-08-25,Denali (Borough),8,10,2006,West,Summer,2,2,4
1664,HI,Earthquake,Earthquake,2006-10-15,2007-01-15,Honolulu (County),10,92,2006,West,Autumn,3,2,4
1665,NY,Severe Storm(s),Severe Storms And Flooding,2006-10-12,2006-10-25,Erie (County),10,13,2006,Northeast,Autumn,3,4,1
1666,AK,Fire,Fire,2006-08-03,2006-08-04,Lower Yukon Regional Educational Attendance Area,8,1,2006,West,Summer,2,2,4
1668,LA,Severe Storm(s),Severe Storms And Flooding,2006-10-16,2006-11-08,Ouachita (Parish),10,23,2006,Southeast,Autumn,3,1,2
1667,MO,Severe Storm(s),Severe Storms,2006-07-19,2006-07-21,St. Louis,7,2,2006,Midwest,Summer,2,2,3
1669,AK,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2006-10-08,2006-10-13,Chugach Regional Educational Attendance Area,10,5,2006,West,Autumn,3,2,4
1671,WA,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2006-11-02,2006-11-11,Chelan (County),11,9,2006,West,Autumn,3,2,4
1670,NY,Severe Storm(s),Severe Storms And Flooding,2006-11-16,2006-11-17,Herkimer (County),11,1,2006,Northeast,Autumn,3,2,1
1673,MO,Severe Storm(s),Severe Winter Storms,2006-11-30,2006-12-02,Boone (County),11,2,2006,Midwest,Autumn,3,2,3
1672,OR,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2006-11-05,2006-11-08,Lincoln (County),11,3,2006,West,Autumn,3,2,4
1675,KS,Severe Storm(s),Severe Winter Storm,2006-12-28,2006-12-31,Cheyenne (County),12,3,2006,Midwest,Winter,4,2,3
1674,NE,Severe Storm(s),Severe Winter Storms,2006-12-19,2007-01-01,Blaine (County),12,13,2006,Midwest,Winter,4,2,3
1676,MO,Severe Ice Storm,Severe Winter Storms And Flooding,2007-01-12,2007-01-22,Boone (County),1,10,2007,Midwest,Winter,4,2,3
1678,OK,Severe Storm(s),Severe Winter Storms,2007-01-12,2007-01-26,Caddo (County),1,14,2007,Southwest,Winter,4,2,5
1677,OK,Severe Storm(s),Severe Winter Storm,2006-12-28,2006-12-30,Beaver (County),12,2,2006,Southwest,Winter,4,2,5
1679,FL,Severe Storm(s),Severe Storms And Tornadoes,2007-02-01,2007-02-02,Seminole (County),2,1,2007,Southeast,Winter,4,4,2
1680,FL,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2006-12-25,2006-12-25,Volusia (County),12,1,2006,Southeast,Winter,4,3,2
1681,IL,Severe Ice Storm,Severe Winter Storm,2006-11-30,2006-12-01,Logan (County),11,1,2006,Midwest,Autumn,3,2,3
1682,WA,Severe Storm(s),"Severe Winter Storm, Landslides, And Mudslides",2006-12-14,2006-12-15,Pend Oreille (County),12,1,2006,West,Winter,4,2,4
1683,OR,Severe Storm(s),Severe Winter Storm And Flooding,2006-12-14,2006-12-15,Lincoln (County),12,1,2006,West,Winter,4,2,4
1684,PA,Severe Storm(s),Severe Storms And Flooding,2006-11-16,2006-11-17,Sullivan (County),11,1,2006,Northeast,Autumn,3,2,1
1685,LA,Severe Storm(s),Severe Storms And Tornadoes,2007-02-12,2007-02-13,Orleans (Parish),2,1,2007,Southeast,Winter,4,3,2
1686,GA,Severe Storm(s),Severe Storms And Tornadoes,2007-03-01,2007-03-02,Miller (County),3,1,2007,Southeast,Spring,1,1,2
1687,AL,Severe Storm(s),Severe Storms And Tornadoes,2007-03-01,2007-03-01,Jefferson (County),3,1,2007,Southeast,Spring,1,3,2
1689,CA,Freezing,Severe Freeze,2007-01-11,2007-01-17,Merced (County),1,6,2007,West,Winter,4,2,4
1688,IA,Severe Storm(s),Severe Winter Storms,2007-02-23,2007-03-02,Mitchell (County),2,7,2007,Midwest,Winter,4,2,3
1690,NM,Severe Storm(s),Severe Storms And Tornadoes,2007-03-23,2007-03-24,Curry (County),3,1,2007,Southwest,Spring,1,3,5
1691,ME,Flood,Flooding,2007-03-16,2007-03-18,Waldo (County),3,2,2007,Northeast,Spring,1,2,1
1692,NY,Severe Storm(s),Severe Storms And Inland And Coastal Flooding,2007-04-14,2007-04-18,Essex (County),4,4,2007,Northeast,Spring,1,2,1
1693,ME,Severe Storm(s),Severe Storms And Inland And Coastal Flooding,2007-04-15,2007-04-23,Lincoln (County),4,8,2007,Northeast,Spring,1,4,1
1694,NJ,Severe Storm(s),Severe Storms And Inland And Coastal Flooding,2007-04-14,2007-04-20,Mercer (County),4,6,2007,Northeast,Spring,1,4,1
1695,NH,Severe Storm(s),Severe Storms And Flooding,2007-04-15,2007-04-23,Carroll (County),4,8,2007,Northeast,Spring,1,2,1
1697,TX,Severe Storm(s),Severe Storms And Tornadoes,2007-04-21,2007-04-24,Atascosa (County),4,3,2007,Southwest,Spring,1,3,5
1696,WV,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2007-04-14,2007-04-18,Gilmer (County),4,4,2007,Southeast,Spring,1,2,2
1698,VT,Severe Storm(s),Severe Storms And Flooding,2007-04-15,2007-04-21,Windham (County),4,6,2007,Northeast,Spring,1,2,1
1699,KS,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2007-05-04,2007-06-01,Doniphan (County),5,28,2007,Midwest,Spring,1,2,3
1700,CT,Severe Storm(s),Severe Storms And Flooding,2007-04-15,2007-04-27,"Litchfield (County)(in (P)MSA 1170,1930,3280,8880)",4,12,2007,Northeast,Spring,1,4,1
1701,MA,Severe Storm(s),Severe Storms And Inland And Coastal Flooding,2007-04-15,2007-04-25,Berkshire (County),4,10,2007,Northeast,Spring,1,2,1
1702,SD,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2007-05-04,2007-06-08,Day (County),5,35,2007,Midwest,Spring,1,2,3
1705,IA,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2007-05-05,2007-05-07,Clarke (County),5,2,2007,Midwest,Spring,1,2,3
1703,KY,Severe Storm(s),"Severe Storms, Flooding, Mudslides, And Rockslides",2007-04-14,2007-04-15,Lawrence (County),4,1,2007,Southeast,Spring,1,2,2
1704,RI,Severe Storm(s),Severe Storms And Inland And Coastal Flooding,2007-04-15,2007-04-16,"Newport (County)(in PMSA 2480,6480)",4,1,2007,Northeast,Spring,1,2,1
1706,NE,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2007-05-04,2007-05-19,Keya Paha (County),5,15,2007,Midwest,Spring,1,2,3
1707,OK,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",2007-05-04,2007-05-11,Cotton (County),5,7,2007,Southwest,Spring,1,2,5
1708,MO,Severe Storm(s),Severe Storms And Flooding,2007-05-05,2007-05-18,Saline (County),5,13,2007,Midwest,Spring,1,2,3
1709,TX,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2007-06-16,2007-08-03,Bosque (County),6,48,2007,Southwest,Summer,2,2,5
1711,KS,Severe Storm(s),Severe Storms And Flooding,2007-06-26,2007-07-25,Bourbon (County),6,29,2007,Midwest,Summer,2,4,3
1710,NY,Severe Storm(s),Severe Storms And Flooding,2007-06-19,2007-06-19,Sullivan (County),6,1,2007,Northeast,Summer,2,2,1
1712,OK,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2007-06-10,2007-07-25,Craig (County),6,45,2007,Southwest,Summer,2,2,5
1713,ND,Severe Storm(s),Severe Storms And Flooding,2007-06-02,2007-06-18,McHenry (County),6,16,2007,Midwest,Summer,2,2,3
1714,NE,Severe Storm(s),Severe Storms And Flooding,2007-05-28,2007-06-02,Greeley (County),5,5,2007,Midwest,Spring,1,2,3
1715,VT,Severe Storm(s),Severe Storms And Flooding,2007-07-09,2007-07-11,Orange (County),7,2,2007,Northeast,Summer,2,2,1
1716,ME,Severe Storm(s),Severe Storms And Flooding,2007-07-11,2007-07-12,Oxford (County),7,1,2007,Northeast,Summer,2,2,1
1717,MN,Severe Storm(s),Severe Storms And Flooding,2007-08-18,2007-08-31,Fillmore (County),8,13,2007,Midwest,Summer,2,4,3
1718,OK,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2007-08-18,2007-09-12,Ellis (County),8,25,2007,Southwest,Summer,2,2,5
1719,WI,Severe Storm(s),Severe Storms And Flooding,2007-08-18,2007-08-31,Iowa (County),8,13,2007,Midwest,Summer,2,3,3
1720,OH,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2007-08-20,2007-08-28,Seneca (County),8,8,2007,Midwest,Summer,2,3,3
1721,NE,Severe Storm(s),Severe Storms And Flooding,2007-06-11,2007-06-16,Dundy (County),6,5,2007,Midwest,Summer,2,2,3
1722,IL,Severe Storm(s),Severe Storms And Flooding,2007-08-07,2007-08-08,Winnebago (County),8,1,2007,Midwest,Summer,2,3,3
1723,OK,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2007-05-24,2007-06-01,Pontotoc (County),5,8,2007,Southwest,Spring,1,2,5
1724,NY,Severe Storm(s),"Severe Storms, Flooding, And Tornado",2007-08-08,2007-08-08,Queens (County),8,1,2007,Northeast,Summer,2,3,1
1725,ND,Severe Storm(s),Severe Storms And Tornadoes,2007-07-15,2007-07-15,Cass (County),7,1,2007,Midwest,Summer,2,2,3
1726,ND,Severe Storm(s),Severe Storms And Tornadoes,2007-08-26,2007-08-27,Grand Forks (County),8,1,2007,Midwest,Summer,2,4,3
1727,IA,Severe Storm(s),Severe Storms And Flooding,2007-08-17,2007-09-05,Humboldt (County),8,19,2007,Midwest,Summer,2,2,3
1728,MO,Severe Storm(s),Severe Storms And Flooding,2007-08-19,2007-08-21,Laclede (County),8,2,2007,Midwest,Summer,2,2,3
1729,IL,Severe Storm(s),Severe Storms And Flooding,2007-08-20,2007-08-31,DeKalb (County),8,11,2007,Midwest,Summer,2,4,3
1730,TX,Severe Storm(s),Tropical Storm Erin,2007-08-14,2007-08-20,Jones (County),8,6,2007,Southwest,Summer,2,3,5
1731,CA,Fire,"Wildfires, Flooding, Mud Flows, And Debris Flows",2007-10-21,2008-03-31,Riverside (County),10,162,2007,West,Autumn,3,4,4
1732,IN,Severe Storm(s),Severe Storms And Flooding,2007-08-15,2007-08-27,Lake (County),8,12,2007,Midwest,Summer,2,3,3
1734,WA,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2007-12-01,2007-12-17,Jefferson (County),12,16,2007,West,Winter,4,2,4
1733,OR,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2007-12-01,2007-12-17,Washington (County),12,16,2007,West,Winter,4,3,4
1735,OK,Severe Ice Storm,Severe Winter Storms,2007-12-08,2008-01-03,Craig (County),12,26,2007,Southwest,Winter,4,2,5
1736,MO,Severe Ice Storm,Severe Winter Storms,2007-12-06,2007-12-15,Atchison (County),12,9,2007,Midwest,Winter,4,2,3
1737,IA,Severe Ice Storm,Severe Winter Storm,2007-12-10,2007-12-11,Clarke (County),12,1,2007,Midwest,Winter,4,2,3
1738,NV,Severe Storm(s),Severe Winter Storms And Flooding,2008-01-05,2008-01-10,Lyon (County),1,5,2008,West,Winter,4,4,4
1739,NE,Severe Ice Storm,Severe Winter Storm,2007-12-10,2007-12-12,Gage (County),12,2,2007,Midwest,Winter,4,2,3
1740,IN,Severe Storm(s),Severe Storms And Flooding,2008-01-07,2008-03-14,Lake (County),1,67,2008,Midwest,Winter,4,3,3
1741,KS,Severe Storm(s),Severe Winter Storms,2007-12-06,2007-12-19,Atchison (County),12,13,2007,Midwest,Winter,4,2,3
1742,MO,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-01-07,2008-01-10,Maries (County),1,3,2008,Midwest,Winter,4,2,3
1743,HI,Severe Storm(s),"Severe Storms, High Surf, Flooding, And Mudslides",2007-12-04,2007-12-07,Maui (County),12,3,2007,West,Winter,4,2,4
1745,TN,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2008-02-05,2008-02-06,Fentress (County),2,1,2008,Southeast,Winter,4,2,2
1744,AR,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-02-05,2008-02-12,Sharp (County),2,7,2008,Southeast,Winter,4,4,2
1746,KY,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And",2008-02-05,2008-02-06,Metcalfe (County),2,1,2008,Southeast,Winter,4,2,2
1747,IL,Severe Storm(s),Severe Storms And Flooding,2008-01-07,2008-03-14,Livingston (County),1,67,2008,Midwest,Winter,4,3,3
1748,MO,Severe Ice Storm,Severe Winter Storms And Flooding,2008-02-10,2008-02-14,Madison (County),2,4,2008,Midwest,Winter,4,2,3
1749,MO,Severe Storm(s),Severe Storms And Flooding,2008-03-17,2008-05-09,Moniteau (County),3,53,2008,Midwest,Spring,1,1,3
1750,GA,Severe Storm(s),Severe Storms And Tornadoes,2008-03-14,2008-03-16,Fulton (County),3,2,2008,Southeast,Spring,1,4,2
1751,AR,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-03-18,2008-04-28,Clark (County),3,41,2008,Southeast,Spring,1,2,2
1752,OK,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-03-17,2008-03-23,Pittsburg (County),3,6,2008,Southwest,Spring,1,2,5
1753,MS,Severe Storm(s),Severe Storms And Flooding,2008-03-20,2008-05-19,Washington (County),3,60,2008,Southeast,Spring,1,3,2
1754,OK,Flood,"Severe Storms, Tornadoes, And Flooding",2008-04-09,2008-04-28,Latimer (County),4,19,2008,Southwest,Spring,1,2,5
1755,ME,Flood,Severe Storms And Flooding,2008-04-28,2008-05-14,Somerset (County),4,16,2008,Northeast,Spring,1,2,1
1756,OK,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-05-10,2008-05-13,Latimer (County),5,3,2008,Southwest,Spring,1,4,5
1757,KY,Severe Storm(s),"Severe Storms, Tornadoes, Flooding, Mudslides, And Landslides",2008-04-03,2008-04-04,Crittenden (County),4,1,2008,Southeast,Spring,1,2,2
1758,AR,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2008-05-02,2008-05-12,Grant (County),5,10,2008,Southeast,Spring,1,4,2
1759,SD,Snow,Severe Winter Storm And Record And Near Record Snow,2008-05-01,2008-05-02,Bennett (County),5,1,2008,Midwest,Spring,1,2,3
1761,GA,Severe Storm(s),Severe Storms And Tornadoes,2008-05-11,2008-05-12,Carroll (County),5,1,2008,Southeast,Spring,1,4,2
1760,MO,Severe Storm(s),Severe Storms And Tornadoes,2008-05-10,2008-05-11,Barry (County),5,1,2008,Midwest,Spring,1,3,3
1762,CO,Severe Storm(s),Severe Storms And Tornadoes,2008-05-22,2008-05-22,Larimer (County),5,1,2008,West,Spring,1,3,4
1763,IA,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-05-25,2008-08-13,Lyon (County),5,80,2008,Midwest,Spring,1,2,3
1764,MS,Severe Storm(s),Severe Storms And Tornadoes,2008-04-04,2008-04-04,Hinds (County),4,1,2008,Southeast,Spring,1,4,2
1765,NE,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-04-23,2008-04-26,Johnson (County),4,3,2008,Midwest,Spring,1,2,3
1766,IN,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2008-05-30,2008-06-27,Grant (County),5,28,2008,Midwest,Spring,1,3,3
1767,MT,Severe Storm(s),Severe Winter Storm,2008-05-01,2008-05-02,Carter (County),5,1,2008,West,Spring,1,2,4
1768,WI,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-06-05,2008-07-25,Columbia (County),6,50,2008,Midwest,Summer,2,4,3
1769,WV,Severe Storm(s),"Severe Storms, Tornadoes, Flooding, Mudslides, And",2008-06-03,2008-06-07,Marion (County),6,4,2008,Southeast,Summer,2,4,2
1770,NE,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-05-22,2008-06-24,Furnas (County),5,33,2008,Midwest,Spring,1,2,3
1771,IL,Severe Storm(s),Severe Storms And Flooding,2008-06-01,2008-07-22,Randolph (County),6,51,2008,Midwest,Summer,2,2,3
1773,MO,Severe Storm(s),Severe Storms And Flooding,2008-06-01,2008-08-13,Pemiscot (County),6,73,2008,Midwest,Summer,2,2,3
1772,MN,Severe Storm(s),Severe Storms And Flooding,2008-06-06,2008-06-12,Nobles (County),6,6,2008,Midwest,Summer,2,2,3
1776,KS,Severe Storm(s),"Severe Storms, Flooding And Tornadoes",2008-05-22,2008-06-16,Cherokee (County),5,25,2008,Midwest,Spring,1,2,3
1775,OK,Severe Storm(s),Severe Storms And Flooding,2008-06-03,2008-06-20,Grant (County),6,17,2008,Southwest,Summer,2,2,5
1774,SD,Severe Storm(s),Severe Storms And Flooding,2008-06-02,2008-06-12,Buffalo (County),6,10,2008,Midwest,Summer,2,2,3
1777,MI,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-06-06,2008-07-13,Missaukee (County),6,37,2008,Midwest,Summer,2,2,3
1778,VT,Severe Storm(s),Severe Storms And Flooding,2008-06-14,2008-06-17,Addison (County),6,3,2008,Northeast,Summer,2,2,1
1779,NE,Severe Storm(s),"Severe Storms, Straight-Line Winds, And Flooding",2008-06-27,2008-06-27,Sarpy (County),6,1,2008,Midwest,Summer,2,2,3
1780,TX,Hurricane,Hurricane Dolly,2008-07-22,2008-08-01,Bexar (County),7,10,2008,Southwest,Summer,2,2,5
1781,ID,Flood,Flooding,2008-05-15,2008-06-09,Kootenai (County),5,25,2008,West,Spring,1,2,4
1782,NH,Severe Storm(s),"Severe Storms, Tornado, And Flooding",2008-07-24,2008-07-24,Belknap (County),7,1,2008,Northeast,Summer,2,2,1
1783,NM,Severe Storm(s),Severe Storms And Flooding,2008-07-26,2008-08-20,Otero (County),7,25,2008,Southwest,Summer,2,2,5
1784,VT,Severe Storm(s),"Severe Storms, A Tornado, And Flooding",2008-07-18,2008-07-18,Grand Isle (County),7,1,2008,Northeast,Summer,2,2,1
1785,FL,Severe Storm(s),Tropical Storm Fay,2008-08-18,2008-09-12,St. Johns (County),8,25,2008,Southeast,Summer,2,2,2
1786,LA,Hurricane,Hurricane Gustav,2008-09-01,2008-09-11,De Soto (Parish),9,10,2008,Southeast,Autumn,3,2,2
1787,NH,Severe Storm(s),Severe Storms And Flooding,2008-07-24,2008-08-14,Grafton (County),7,21,2008,Northeast,Summer,2,2,1
1788,ME,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2008-07-18,2008-08-16,Cumberland (County),7,29,2008,Northeast,Summer,2,2,1
1789,AL,Hurricane,Hurricane Gustav,2008-08-29,2008-09-03,Baldwin (County),8,5,2008,Southeast,Summer,2,2,2
1790,VT,Severe Storm(s),Severe Storms And Flooding,2008-07-21,2008-08-12,Washington (County),7,22,2008,Northeast,Summer,2,2,1
1792,LA,Hurricane,Hurricane Ike,2008-09-11,2008-11-07,St. Charles (Parish),9,57,2008,Southeast,Autumn,3,2,2
1791,TX,Hurricane,Hurricane Ike,2008-09-07,2008-10-02,Wharton (County),9,25,2008,Southwest,Autumn,3,2,5
1793,AR,Hurricane,Severe Storms And Flooding Associated With Hurricane Gustav,2008-09-02,2008-09-08,Lincoln (County),9,6,2008,Southeast,Autumn,3,2,2
1794,MS,Hurricane,Hurricane Gustav,2008-08-28,2008-09-08,Stone (County),8,11,2008,Southeast,Summer,2,2,2
1795,IN,Severe Storm(s),Severe Storms And Flooding,2008-09-12,2008-10-06,Dubois (County),9,24,2008,Midwest,Autumn,3,2,3
1796,AK,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2008-07-27,2008-08-06,North Slope (Borough),7,10,2008,West,Summer,2,2,4
1797,AL,Severe Storm(s),Severe Storms And Flooding Associated With Hurricane Ike,2008-09-12,2008-09-14,Baldwin (County),9,2,2008,Southeast,Autumn,3,2,2
1799,NH,Severe Storm(s),Severe Storms And Flooding,2008-09-06,2008-09-07,Merrimack (County),9,1,2008,Northeast,Autumn,3,2,1
1800,IL,Severe Storm(s),Severe Storms And Flooding,2008-09-13,2008-10-05,Montgomery (County),9,22,2008,Midwest,Autumn,3,2,3
1801,NC,Severe Storm(s),Tropical Storm Hanna,2008-09-04,2008-09-15,Beaufort (County),9,11,2008,Southeast,Autumn,3,2,2
1803,OK,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2008-09-12,2008-09-19,Ellis (County),9,7,2008,Southwest,Autumn,3,1,5
1802,KY,Severe Storm(s),Severe Wind Storm Associated With Tropical Depression Ike,2008-09-12,2008-09-14,Breckinridge (County),9,2,2008,Southeast,Autumn,3,2,2
1804,AR,Severe Storm(s),Tropical Storm Ike,2008-09-13,2008-09-23,Miller (County),9,10,2008,Southeast,Autumn,3,2,2
1805,OH,Severe Storm(s),Severe Wind Storm Associated With Tropical Depression Ike,2008-09-14,2008-09-14,Carroll (County),9,1,2008,Midwest,Autumn,3,2,3
1806,FL,Hurricane,Hurricane Gustav,2008-08-31,2008-09-07,Franklin (County),8,7,2008,Southeast,Summer,2,2,2
1808,KS,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2008-09-11,2008-09-17,Harper (County),9,6,2008,Midwest,Autumn,3,2,3
1809,MO,Severe Storm(s),"Severe Storms, Flooding, And A Tornado",2008-09-11,2008-09-24,Christian (County),9,13,2008,Midwest,Autumn,3,2,3
1810,CA,Fire,Wildfires,2008-11-13,2008-11-28,Riverside (County),11,15,2008,West,Autumn,3,3,4
1811,SD,Snow,Severe Winter Storm And Record And Near Record Snow,2008-11-05,2008-11-07,Oglala Sioux Tribe of the Pine Ridge Reservation,11,2,2008,Midwest,Autumn,3,2,3
1812,NH,Severe Ice Storm,Severe Winter Storm,2008-12-11,2008-12-23,Merrimack (County),12,12,2008,Northeast,Winter,4,2,1
1814,HI,Flood,Severe Storms And Flooding,2008-12-10,2008-12-16,Honolulu (County),12,6,2008,West,Winter,4,3,4
1813,MA,Severe Ice Storm,Severe Winter Storm And Flooding,2008-12-11,2008-12-18,Hampshire (County),12,7,2008,Northeast,Winter,4,2,1
1815,ME,Severe Storm(s),Severe Winter Storm And Flooding,2008-12-11,2008-12-29,Lincoln (County),12,18,2008,Northeast,Winter,4,2,1
1816,VT,Severe Ice Storm,Severe Winter Storm,2008-12-11,2008-12-18,Bennington (County),12,7,2008,Northeast,Winter,4,2,1
1817,WA,Flood,"Severe Winter Storm, Landslides, Mudslides, And Flooding",2009-01-06,2009-01-16,Skamania (County),1,10,2009,West,Winter,4,2,4
1818,KY,Severe Ice Storm,Severe Winter Storm And Flooding,2009-01-26,2009-02-13,Bath (County),1,18,2009,Southeast,Winter,4,2,2
1819,AR,Severe Storm(s),Severe Winter Storm,2009-01-26,2009-01-30,Boone (County),1,4,2009,Southeast,Winter,4,2,2
1820,OK,Severe Storm(s),Severe Storms And Tornadoes,2009-02-10,2009-02-11,Coal (County),2,1,2009,Southwest,Winter,4,2,5
1822,MO,Severe Storm(s),Severe Winter Storm,2009-01-26,2009-01-28,Cape Girardeau (County),1,2,2009,Midwest,Winter,4,2,3
1821,TN,Severe Ice Storm,Severe Winter Storm And Flooding,2009-01-27,2009-01-31,Lake (County),1,4,2009,Southeast,Winter,4,2,2
1823,OK,Severe Storm(s),Severe Winter Storm,2009-01-26,2009-01-28,Comanche (County),1,2,2009,Southwest,Winter,4,2,5
1826,IL,Severe Storm(s),Severe Winter Storm,2009-01-26,2009-01-28,Massac (County),1,2,2009,Midwest,Winter,4,2,3
1824,OR,Severe Storm(s),"Severe Winter Storm, Record And Near Record Snow",2008-12-13,2008-12-26,Columbia (County),12,13,2008,West,Winter,4,2,4
1825,WA,Severe Storm(s),Severe Winter Storm And Record And Near Record Snow,2008-12-12,2009-01-05,Garfield (County),12,24,2008,West,Winter,4,2,4
