disaster_number,state,incident_type,declaration_title,incident_begin_date,incident_end_date,designated_area,incident_month,incident_duration,incident_begin_year,region,season,season_number,programs_declared,region_number
1827,NY,Severe Storm(s),Severe Winter Storm,2008-12-11,2008-12-31,Saratoga (County),12,20,2008,Northeast,Winter,4,2,1
1828,IN,Severe Storm(s),Severe Winter Storm,2009-01-26,2009-01-28,Scott (County),1,2,2009,Midwest,Winter,4,2,3
1829,ND,Severe Storm(s),Severe Storms And Flooding,2009-03-13,2009-08-10,LaMoure (County),3,150,2009,Midwest,Spring,1,3,3
1830,MN,Severe Storm(s),Severe Storms And Flooding,2009-03-16,2009-05-22,Grant (County),3,67,2009,Midwest,Spring,1,2,3
1831,FL,Severe Storm(s),"Severe Storms, Flooding, Tornadoes, And Straight-Line Winds",2009-03-26,2009-05-05,Levy (County),3,40,2009,Southeast,Spring,1,2,2
1832,IN,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2009-03-08,2009-03-14,Kosciusko (County),3,6,2009,Midwest,Spring,1,2,3
1833,GA,Severe Storm(s),"Severe Storms, Flooding, Tornadoes, And Straight-Line Winds",2009-03-26,2009-04-13,Irwin (County),3,18,2009,Southeast,Spring,1,2,2
1834,AR,Tornado,Severe Storms And Tornadoes,2009-04-09,2009-04-09,Ashley (County),4,1,2009,Southeast,Spring,1,3,2
1835,AL,Severe Storm(s),"Severe Storms, Flooding, Tornadoes & Straight-Line",2009-03-25,2009-04-03,Crenshaw (County),3,9,2009,Southeast,Spring,1,2,2
1836,AL,Severe Storm(s),"Severe Storms, Flooding, Tornadoes, And Straight-Line Winds",2009-04-10,2009-04-13,Jefferson (County),4,3,2009,Southeast,Spring,1,2,2
1837,MS,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2009-03-25,2009-03-28,Jackson (County),3,3,2009,Southeast,Spring,1,2,2
1839,TN,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2009-04-10,2009-04-10,Rutherford (County),4,1,2009,Southeast,Spring,1,2,2
1838,WV,Severe Storm(s),"Severe Storms, Flooding, Mudslides, And Landslides",2009-05-03,2009-06-08,Calhoun (County),5,36,2009,Southeast,Spring,1,3,2
1840,FL,Severe Storm(s),"Severe Storms, Flooding, Tornadoes, And Straight-Line Winds",2009-05-17,2009-05-28,Baker (County),5,11,2009,Southeast,Spring,1,2,2
1841,KY,Severe Storm(s),"Severe Storms, Tornadoes, Flooding And Mudslides",2009-05-03,2009-05-20,Clay (County),5,17,2009,Southeast,Spring,1,2,2
1842,AL,Severe Storm(s),"Severe Storms, Tornadoes, Flooding, And Straight-Line Winds",2009-05-06,2009-05-08,Bullock (County),5,2,2009,Southeast,Spring,1,3,2
1843,AK,Flood,Flooding And Ice Jams,2009-04-28,2009-05-31,Lower Yukon Regional Educational Attendance Area,4,33,2009,West,Spring,1,3,4
1845,AR,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2009-04-27,2009-05-23,Grant (County),4,26,2009,Southeast,Spring,1,2,2
1844,SD,Severe Storm(s),Severe Storms And Flooding,2009-03-11,2009-07-06,Standing Rock Sioux Tribe of North & South Dakota,3,117,2009,Midwest,Spring,1,2,3
1847,MO,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2009-05-08,2009-05-16,Camden (County),5,8,2009,Midwest,Spring,1,2,3
1846,OK,Fire,Wildfires,2009-04-09,2009-04-12,Lincoln (County),4,3,2009,Southwest,Spring,1,2,5
1848,KS,Severe Storm(s),Severe Winter Storm And Record And Near Record Snow,2009-03-26,2009-03-29,Greenwood (County),3,3,2009,Midwest,Spring,1,2,3
1849,KS,Severe Storm(s),"Severe Storms, Flooding, Straight-Line Winds, And Tornadoes",2009-04-25,2009-05-16,Bourbon (County),4,21,2009,Midwest,Spring,1,2,3
1850,IL,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2009-05-08,2009-05-09,Union (County),5,1,2009,Midwest,Spring,1,2,3
1851,TN,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2009-06-12,2009-06-14,Fayette (County),6,2,2009,Southeast,Summer,2,2,2
1852,ME,Severe Storm(s),"Severe Storms, Flooding, And Landslides",2009-06-18,2009-07-08,Waldo (County),6,20,2009,Northeast,Summer,2,2,1
1853,NE,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2009-06-05,2009-06-26,Garden (County),6,21,2009,Midwest,Summer,2,2,3
1854,IA,Severe Storm(s),Severe Storm,2009-07-10,2009-07-10,Black Hawk (County),7,1,2009,Midwest,Summer,2,2,3
1855,KY,Severe Storm(s),"Severe Storms, Straight-Line Winds And Flooding",2009-08-04,2009-08-04,Trimble (County),8,1,2009,Southeast,Summer,2,2,2
1856,TN,Severe Storm(s),Severe Storms And Flooding,2009-07-15,2009-07-17,Decatur (County),7,2,2009,Southeast,Summer,2,2,2
1857,NY,Severe Storm(s),Severe Storms And Flooding,2009-08-08,2009-08-10,Chenango (County),8,2,2009,Northeast,Summer,2,2,1
1858,GA,Severe Storm(s),Severe Storms And Flooding,2009-09-18,2009-10-08,Carroll (County),9,20,2009,Southeast,Autumn,3,3,2
1860,KS,Severe Storm(s),Severe Storms And Flooding,2009-07-08,2009-07-14,Linn (County),7,6,2009,Midwest,Summer,2,2,3
1861,AR,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2009-10-29,2009-11-08,Prairie (County),10,10,2009,Southeast,Autumn,3,2,2
1862,VA,Severe Storm(s),Severe Storms And Flooding Associated With Tropical Depression Ida And A Nor'east,2009-11-11,2009-11-16,Isle of Wight (County),11,5,2009,Southeast,Autumn,3,2,2
1863,LA,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2009-10-29,2009-11-03,Claiborne (Parish),10,5,2009,Southeast,Autumn,3,2,2
1864,NE,Severe Storm(s),Severe Winter Storm,2009-11-16,2009-11-17,Johnson (County),11,1,2009,Midwest,Autumn,3,2,3
1865,AK,Severe Storm(s),"Severe Storms, Flooding, Mudslides, And Rockslides",2009-10-06,2009-10-11,Kodiak Island (Borough),10,5,2009,West,Autumn,3,2,4
1867,NJ,Severe Storm(s),Severe Storms And Flooding Associated With Tropical Depression Ida And A Nor'eas,2009-11-11,2009-11-15,Cape May (County),11,4,2009,Northeast,Autumn,3,2,1
1866,AL,Hurricane,Tropical Storm Ida,2009-11-09,2009-11-10,Mobile (County),11,1,2009,Southeast,Autumn,3,2,2
1868,KS,Severe Storm(s),Severe Winter Storm,2009-11-14,2009-11-16,Republic (County),11,2,2009,Midwest,Autumn,3,2,3
1870,AL,Severe Storm(s),Severe Storms And Flooding,2009-12-12,2009-12-18,Crenshaw (County),12,6,2009,Southeast,Winter,4,2,2
1869,NY,Severe Storm(s),Severe Storms And Flooding Assoc W Td Ida & Nor'easter,2009-11-12,2009-11-14,Suffolk (County),11,2,2009,Northeast,Autumn,3,2,1
1871,NC,Severe Storm(s),Severe Winter Storms And Flooding,2009-12-18,2009-12-25,Buncombe (County),12,7,2009,Southeast,Winter,4,2,2
1872,AR,Severe Storm(s),Severe Storms And Flooding,2009-12-23,2010-01-02,Grant (County),12,10,2009,Southeast,Winter,4,2,2
1873,NJ,Snow,Snowstorm,2009-12-19,2009-12-20,Salem (County),12,1,2009,Northeast,Winter,4,2,1
1874,VA,Snow,Severe Winter Storm And Snowstorm,2009-12-18,2009-12-20,Augusta (County),12,2,2009,Southeast,Winter,4,2,2
1875,MD,Snow,Severe Winter Storm And Snowstorm,2009-12-18,2009-12-20,Howard (County),12,2,2009,Northeast,Winter,4,2,1
1878,NE,Severe Storm(s),Severe Winter Storms And Snowstorm,2009-12-22,2010-01-08,Cass (County),12,17,2009,Midwest,Winter,4,2,3
1877,IA,Severe Storm(s),Severe Winter Storms And Snowstorm,2009-12-23,2009-12-27,Calhoun (County),12,4,2009,Midwest,Winter,4,2,3
1876,OK,Severe Storm(s),Severe Winter Storm,2009-12-24,2009-12-25,Beckham (County),12,1,2009,Southwest,Winter,4,2,5
1879,ND,Severe Storm(s),Severe Winter Storm,2010-01-20,2010-01-25,Bowman (County),1,5,2010,Midwest,Winter,4,2,3
1881,WV,Snow,Severe Winter Storm And Snowstorm,2009-12-18,2009-12-20,Mercer (County),12,2,2009,Southeast,Winter,4,2,2
1880,IA,Severe Storm(s),Severe Winter Storm,2010-01-19,2010-01-26,Boone (County),1,7,2010,Midwest,Winter,4,2,3
1883,OK,Severe Ice Storm,Severe Winter Storm,2010-01-28,2010-01-30,Rogers (County),1,2,2010,Southwest,Winter,4,2,5
1884,CA,Severe Storm(s),"Severe Winter Storms, Flooding, And Debris And Mud Flows",2010-01-17,2010-02-06,Calaveras (County),1,20,2010,West,Winter,4,2,4
1886,SD,Severe Storm(s),Severe Winter Storm And Snowstorm,2009-12-23,2009-12-27,Mellette (County),12,4,2009,Midwest,Winter,4,2,3
1885,KS,Severe Storm(s),Severe Winter Storms And Snowstorm,2009-12-22,2010-01-08,Bourbon (County),12,17,2009,Midwest,Winter,4,2,3
1887,SD,Severe Storm(s),Severe Winter Storm,2010-01-20,2010-01-26,Day (County),1,6,2010,Midwest,Winter,4,2,3
1888,AZ,Severe Storm(s),Severe Winter Storms And Flooding,2010-01-18,2010-01-22,Gila (County),1,4,2010,Southwest,Winter,4,2,5
1889,NJ,Snow,Severe Winter Storm And Snowstorm,2010-02-05,2010-02-06,Gloucester (County),2,1,2010,Northeast,Winter,4,2,1
1891,ME,Severe Storm(s),Severe Winter Storm,2010-02-23,2010-03-02,Knox (County),2,7,2010,Northeast,Winter,4,2,1
1895,MA,Severe Storm(s),Severe Storms And  Flooding,2010-03-12,2010-04-26,"Bristol (County)(in (P)MSA 1120,1200,2480,5400,6060)",3,45,2010,Northeast,Spring,1,3,1
1892,NH,Severe Storm(s),Severe Winter Storm,2010-02-23,2010-03-03,Merrimack (County),2,8,2010,Northeast,Winter,4,2,1
1893,WV,Severe Storm(s),"Severe Storms, Flooding, Mudslides, And Landslides",2010-03-12,2010-04-09,Fayette (County),3,28,2010,Southeast,Spring,1,3,2
1894,RI,Severe Storm(s),Severe Storms And  Flooding,2010-03-12,2010-04-12,Bristol (County),3,31,2010,Northeast,Spring,1,3,1
1896,DE,Snow,Severe Winter Storms And Snowstorms,2010-02-05,2010-02-11,Kent (County),2,6,2010,Northeast,Winter,4,2,1
1897,NJ,Severe Storm(s),Severe Storms And Flooding,2010-03-12,2010-04-15,Burlington (County),3,34,2010,Northeast,Spring,1,2,1
1899,NY,Severe Storm(s),Severe Storms And Flooding,2010-03-13,2010-03-31,Orange (County),3,18,2010,Northeast,Spring,1,2,1
1898,PA,Snow,Severe Winter Storms And Snowstorms,2010-02-05,2010-02-11,Beaver (County),2,6,2010,Northeast,Winter,4,2,1
1900,MN,Flood,Flooding,2010-03-01,2010-04-26,Upper Sioux Community (Indian Reservation),3,56,2010,Midwest,Spring,1,2,3
1902,NE,Flood,"Severe Storms, Ice Jams, And Flooding",2010-03-06,2010-04-03,Boyd (County),3,28,2010,Midwest,Spring,1,2,3
1901,ND,Severe Storm(s),Severe Winter Storm,2010-04-01,2010-04-03,Burleigh (County),4,2,2010,Midwest,Spring,1,2,3
1904,CT,Severe Storm(s),Severe Storms And Flooding,2010-03-12,2010-05-17,Windham (County),3,66,2010,Northeast,Spring,1,2,1
1903,WV,Snow,Severe Winter Storms And Snowstorms,2010-02-05,2010-02-11,Monongalia (County),2,6,2010,Southeast,Winter,4,2,2
1905,VA,Snow,Severe Winter Storms And Snowstorms,2010-02-05,2010-02-11,Albemarle (County),2,6,2010,Southeast,Winter,4,2,2
1906,MS,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2010-04-23,2010-04-24,Attala (County),4,1,2010,Southeast,Spring,1,3,2
1907,ND,Flood,Flooding,2010-02-26,2010-07-15,Grand Forks (County),2,139,2010,Midwest,Winter,4,2,3
1908,AL,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2010-04-24,2010-04-25,Marshall (County),4,1,2010,Southeast,Spring,1,3,2
1909,TN,Severe Storm(s),"Severe Storms, Flooding, Straight-Line Winds, And Tornadoes",2010-04-30,2010-05-18,Benton (County),4,18,2010,Southeast,Spring,1,3,2
1910,MD,Snow,Severe Winter Storms And Snowstorms,2010-02-05,2010-02-11,Anne Arundel (County),2,6,2010,Northeast,Winter,4,2,1
1911,CA,Earthquake,Earthquake,2010-04-04,2010-07-04,Imperial (County),4,91,2010,West,Spring,1,2,4
1912,KY,Severe Storm(s),"Severe Storms, Flooding, Mudslides, And Tornadoes",2010-05-01,2010-06-01,Carlisle (County),5,31,2010,Southeast,Spring,1,2,2
1913,NH,Severe Storm(s),Severe Storms And Flooding,2010-03-14,2010-03-31,"Rockingham (County)(in (P)MSA 4160,4760,6450)",3,17,2010,Northeast,Spring,1,2,1
1915,SD,Flood,Flooding,2010-03-10,2010-06-20,Buffalo (County),3,102,2010,Midwest,Spring,1,2,3
1914,SD,Severe Storm(s),Severe Winter Storm,2010-04-02,2010-04-02,Ziebach (County),4,1,2010,Midwest,Spring,1,2,3
1916,MS,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2010-05-01,2010-05-02,Lafayette (County),5,1,2010,Southeast,Spring,1,2,2
1917,OK,Severe Storm(s),"Severe Storms, Tornadoes, And Straight-Line Winds",2010-05-10,2010-05-13,Garvin (County),5,3,2010,Southwest,Spring,1,3,5
1918,WV,Flood,"Severe Storms, Flooding, Mudslides, And Landslides",2010-06-12,2010-06-29,Wyoming (County),6,17,2010,Southeast,Summer,2,3,2
1920,ME,Severe Storm(s),Severe Storms And Flooding,2010-03-12,2010-04-01,Hancock (County),3,20,2010,Northeast,Spring,1,2,1
1921,MN,Tornado,"Severe Storms, Tornadoes, And Flooding",2010-06-17,2010-06-26,Houston (County),6,9,2010,Midwest,Summer,2,2,3
1922,MT,Severe Storm(s),Severe Storms And Flooding,2010-06-15,2010-07-30,Rocky Boy's Indian Reservation,6,45,2010,West,Summer,2,2,4
1923,WY,Flood,Flooding,2010-06-04,2010-06-18,Platte (County),6,14,2010,West,Summer,2,2,4
1924,NE,Severe Storm(s),Severe Storms And Flooding,2010-06-01,2010-08-29,Cass (County),6,89,2010,Midwest,Summer,2,2,3
1925,KY,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",2010-07-17,2010-07-30,Carter (County),7,13,2010,Southeast,Summer,2,3,2
1926,OK,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2010-06-13,2010-06-15,Oklahoma (County),6,2,2010,Southwest,Summer,2,2,5
1927,ID,Severe Storm(s),Severe Storms And Flooding,2010-06-02,2010-06-10,Washington (County),6,8,2010,West,Summer,2,2,4
1928,IA,Severe Storm(s),Severe Storms And Flooding,2010-05-12,2010-05-13,Lee (County),5,1,2010,Midwest,Spring,1,2,3
1930,IA,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2010-06-01,2010-08-31,Butler (County),6,91,2010,Midwest,Summer,2,2,3
1929,SD,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2010-06-16,2010-06-24,Dewey (County),6,8,2010,Midwest,Summer,2,2,3
1931,TX,Hurricane,Hurricane Alex,2010-06-30,2010-08-14,Floyd (County),6,45,2010,Southwest,Summer,2,2,5
1932,KS,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2010-06-07,2010-07-21,Cheyenne (County),6,44,2010,Midwest,Summer,2,2,3
1933,WI,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2010-07-20,2010-07-24,Milwaukee (County),7,4,2010,Midwest,Summer,2,3,3
1934,MO,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2010-06-12,2010-07-31,Holt (County),6,49,2010,Midwest,Summer,2,2,3
1935,IL,Severe Storm(s),Severe Storms And Flooding,2010-07-19,2010-08-07,Pike (County),7,19,2010,Midwest,Summer,2,2,3
1936,NM,Flood,Severe Storms And Flooding,2010-07-25,2010-08-09,Pueblo of Acoma,7,15,2010,Southwest,Summer,2,2,5
1937,TN,Severe Storm(s),Severe Storms And Flooding,2010-08-17,2010-08-21,Smith (County),8,4,2010,Southeast,Summer,2,2,2
1938,SD,Severe Storm(s),Severe Storms And Flooding,2010-07-21,2010-07-30,Clay (County),7,9,2010,Midwest,Summer,2,2,3
1940,AZ,Severe Storm(s),Severe Storms And Flooding,2010-07-20,2010-08-07,Hopi Indian Reservation,7,18,2010,Southwest,Summer,2,2,5
1941,MN,Severe Storm(s),Severe Storms And Flooding,2010-09-22,2010-10-14,Carver (County),9,22,2010,Midwest,Autumn,3,2,3
1943,NY,Tornado,"Severe Storms, Tornadoes, And Straight-Line Winds",2010-09-16,2010-09-16,Kings (County),9,1,2010,Northeast,Autumn,3,2,1
1942,NC,Severe Storm(s),"Severe Storms, Flooding, And Straight-Line Winds",2010-09-27,2010-10-01,Camden (County),9,4,2010,Southeast,Autumn,3,2,2
1945,NE,Severe Storm(s),"Severe Storms, Flooding, Tornado, And Straight-Lin",2010-09-13,2010-09-14,Nemaha (County),9,1,2010,Midwest,Autumn,3,2,3
1944,WI,Severe Storm(s),Severe Storms And Flooding,2010-09-22,2010-10-09,Marathon (County),9,17,2010,Midwest,Autumn,3,2,3
1947,SD,Severe Storm(s),Severe Storms And Flooding,2010-09-22,2010-09-23,Union (County),9,1,2010,Midwest,Autumn,3,2,3
1950,AZ,Severe Storm(s),Severe Storms And Flooding,2010-10-03,2010-10-06,Havasupai Indian Reservation,10,3,2010,Southwest,Autumn,3,2,5
1951,VT,Severe Storm(s),Severe Storm,2010-12-01,2010-12-05,Franklin (County),12,4,2010,Northeast,Winter,4,2,1
1952,CA,Flood,"Severe Winter Storms, Flooding, And Debris And Mud Flows",2010-12-17,2011-01-04,Kern (County),12,18,2010,West,Winter,4,2,4
1953,ME,Severe Storm(s),Severe Storms And Flooding,2010-12-12,2010-12-19,Piscataquis (County),12,7,2010,Northeast,Winter,4,2,1
1954,NJ,Snow,Severe Winter Storm And Snowstorm,2010-12-26,2010-12-27,Ocean (County),12,1,2010,Northeast,Winter,4,2,1
1955,UT,Flood,Severe Winter Storm And Flooding,2010-12-20,2010-12-24,Washington (County),12,4,2010,West,Winter,4,2,4
1956,OR,Severe Storm(s),"Severe Winter Storm, Flooding, Mudslides, Landslides, And Debris Flows",2011-01-13,2011-01-21,Clackamas (County),1,8,2011,West,Winter,4,2,4
1957,NY,Severe Storm(s),Severe Winter Storm And Snowstorm,2010-12-26,2010-12-27,Bronx (County),12,1,2010,Northeast,Winter,4,2,1
1958,CT,Snow,Snowstorm,2011-01-11,2011-01-12,Paucatuck Eastern Pequot Indian Reservation,1,1,2011,Northeast,Winter,4,2,1
1959,MA,Snow,Severe Winter Storm And Snowstorm,2011-01-11,2011-01-12,Hampden (County),1,1,2011,Northeast,Winter,4,2,1
1960,IL,Snow,Severe Winter Storm And Snowstorm,2011-01-31,2011-02-03,La Salle (County),1,3,2011,Midwest,Winter,4,2,3
1961,MO,Severe Storm(s),Severe Winter Storm And Snowstorm,2011-01-31,2011-02-05,Caldwell (County),1,5,2011,Midwest,Winter,4,2,3
1962,NM,Severe Storm(s),Severe Winter Storm And Extreme Cold Temperatures,2011-02-01,2011-02-05,Pueblo of Picuris,2,4,2011,Southwest,Winter,4,2,5
1963,WA,Severe Storm(s),"Severe Winter Storm, Flooding, Landslides, And Mudslides",2011-01-11,2011-01-21,King (County),1,10,2011,West,Winter,4,2,4
1964,OR,Tsunami,Tsunami Wave Surge,2011-03-11,2011-03-11,Lincoln (County),3,1,2011,West,Spring,1,2,4
1965,TN,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2011-02-28,2011-03-01,Hamilton (County),2,1,2011,Southeast,Winter,4,2,2
1966,WI,Snow,Severe Winter Storm And Snowstorm,2011-01-31,2011-02-03,Iowa (County),1,3,2011,Midwest,Winter,4,2,3
1967,HI,Tsunami,Tsunami Waves,2011-03-11,2011-03-11,Hawaii (County),3,1,2011,West,Spring,1,2,4
1968,CA,Tsunami,Tsunami Waves,2011-03-11,2011-03-11,Del Norte (County),3,1,2011,West,Spring,1,2,4
1969,NC,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2011-04-16,2011-04-16,Bertie (County),4,1,2011,Southeast,Spring,1,3,2
1970,OK,Severe Storm(s),"Severe Storms, Tornadoes, And Straight-Line Winds",2011-04-14,2011-04-14,Atoka (County),4,1,2011,Southwest,Spring,1,3,5
1971,AL,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2011-04-15,2011-05-31,Randolph (County),4,46,2011,Southeast,Spring,1,2,2
1973,GA,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Associated Flooding",2011-04-27,2011-04-28,Catoosa (County),4,1,2011,Southeast,Spring,1,3,2
1972,MS,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Associated Flooding",2011-04-15,2011-04-28,Benton (County),4,13,2011,Southeast,Spring,1,2,2
1974,TN,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Associated Flooding",2011-04-25,2011-04-28,Blount (County),4,3,2011,Southeast,Spring,1,2,2
1975,AR,Severe Storm(s),"Severe Storms, Tornadoes, And Associated Flooding",2011-04-14,2011-06-03,Craighead (County),4,50,2011,Southeast,Spring,1,2,2
1976,KY,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2011-04-12,2011-05-20,Calloway (County),4,38,2011,Southeast,Spring,1,2,2
1977,IA,Severe Storm(s),"Severe Storms, Tornadoes, And Straight-Line Winds",2011-04-09,2011-04-10,Cherokee (County),4,1,2011,Midwest,Spring,1,2,3
1980,MO,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2011-04-19,2011-06-06,Barry (County),4,48,2011,Midwest,Spring,1,2,3
1979,TN,Severe Storm(s),"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",2011-04-19,2011-06-07,Benton (County),4,49,2011,Southeast,Spring,1,2,2
1978,TN,Severe Storm(s),"Severe Storms, Flooding, Tornadoes, And Straight-Line Winds",2011-04-04,2011-04-04,Chester (County),4,1,2011,Southeast,Spring,1,2,2
1982,MN,Flood,Severe Storms And Flooding,2011-03-16,2011-05-25,Carver (County),3,70,2011,Midwest,Spring,1,2,3
1981,ND,Flood,Flooding,2011-02-14,2011-07-20,Divide (County),2,156,2011,Midwest,Winter,4,2,3
1983,MS,Flood,Flooding,2011-05-03,2011-06-17,Adams (County),5,45,2011,Southeast,Spring,1,3,2
1985,OK,Severe Storm(s),Severe Winter Storm And Snowstorm,2011-01-31,2011-02-05,Jefferson (County),1,5,2011,Southwest,Winter,4,2,5
1984,SD,Flood,Flooding,2011-03-11,2011-07-22,Beadle (County),3,133,2011,Midwest,Spring,1,2,3
1986,ND,Severe Storm(s),Severe Winter Storm,2011-04-29,2011-05-01,Burke (County),4,2,2011,Midwest,Spring,1,2,3
1987,ID,Flood,"Flooding, Landslides, And Mudslides",2011-03-31,2011-04-11,Nez Perce (County),3,11,2011,West,Spring,1,2,4
1988,OK,Severe Storm(s),Severe Storms And Flooding,2011-04-21,2011-04-28,Cherokee (County),4,7,2011,Southwest,Spring,1,2,5
1989,OK,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2011-05-22,2011-05-25,Ottawa (County),5,3,2011,Southwest,Spring,1,2,5
1991,IL,Severe Storm(s),Severe Storms And Flooding,2011-04-19,2011-06-14,Gallatin (County),4,56,2011,Midwest,Spring,1,3,3
1990,MN,Severe Storm(s),Severe Storms And Tornadoes,2011-05-21,2011-05-22,Hennepin (County),5,1,2011,Midwest,Spring,1,2,3
1993,NY,Flood,"Severe Storms, Flooding, Tornadoes, And Straight-Line Winds",2011-04-26,2011-05-08,Clinton (County),4,12,2011,Northeast,Spring,1,2,1
1992,AK,Flood,Ice Jam And Flooding,2011-05-08,2011-05-13,Crooked Creek (ANV/ANVSA),5,5,2011,West,Spring,1,2,4
1995,VT,Severe Storm(s),Severe Storms And Flooding,2011-04-23,2011-05-09,Grand Isle (County),4,16,2011,Northeast,Spring,1,3,1
1994,MA,Tornado,Severe Storms And Tornadoes,2011-06-01,2011-06-01,Hampden (County),6,1,2011,Northeast,Summer,2,3,1
1996,MT,Severe Storm(s),Severe Storms And Flooding,2011-04-04,2011-07-22,Rocky Boy's Indian Reservation,4,109,2011,West,Spring,1,2,4
1997,IN,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And",2011-04-19,2011-06-06,Crawford (County),4,48,2011,Midwest,Spring,1,2,3
